ticker_yf,ticker_display,name,market,sector,price,currency,market_cap,ocf,revenue_growth,earnings_growth,ttm_ocf,ttm_net_income,ttm_depreciation,pcf,cf_method,revenue_trend,cf_trend,pcf_display,market_cap_b,pcf_color
005830.KS,005830,DB손해보험,Korea,Financial Services,170000.0,KRW,10309389730000.0,-282418000000.0,0.106,1.006,-282418000000.0,1777365024768.0,102200000000.0,-36.50401082792173,OCF,Uptrend ↗,Uptrend ↗,-36.5x,10309.38973,-36.50401082792173
047040.KS,047040,대우건설,Korea,Industrials,28600.0,KRW,11751331592000.0,462905032700.0,-0.352,0.0,462905032700.0,-912263741440.0,106271000000.0,25.386052779460307,OCF,Downtrend ↘,Flat ➡,25.4x,11751.331592,25.386052779460307
352820.KS,352820,하이브,Korea,Communication Services,268000.0,KRW,11131938780000.0,107483561000.0,-0.014,0.0,107483561000.0,-237280411648.0,59028747000.0,103.56875671434072,OCF,Flat ➡,Flat ➡,103.6x,11131.93878,103.56875671434072
006260.KS,006260,LS,Korea,Industrials,334000.0,KRW,9263457602000.0,206330000000.0,0.0,0.0,206330000000.0,272836001792.0,450250000000.0,44.896319497891724,OCF,Flat ➡,Flat ➡,44.9x,9263.457602,44.896319497891724
003230.KS,003230,삼양식품,Korea,Consumer Defensive,1369000.0,KRW,10210177232000.0,309287213620.0,0.332,0.251,309287213620.0,389437489152.0,57559249000.0,33.01196034746055,OCF,Uptrend ↗,Uptrend ↗,33.0x,10210.177232,33.01196034746055
000880.KS,000880,한화,Korea,Industrials,133600.0,KRW,11887588521600.0,8320196000000.0,0.173,0.0,8320196000000.0,292489003008.0,1784182000000.0,1.4287630389476402,OCF,Uptrend ↗,Flat ➡,1.4x,11887.5885216,1.4287630389476402
028050.KS,028050,삼성E&A,Korea,Industrials,50400.0,KRW,9878400000000.0,254433358970.0,0.069,0.589,254433358970.0,617480978432.0,47145356000.0,38.82509762080669,OCF,Uptrend ↗,Uptrend ↗,38.8x,9878.4,38.82509762080669
016360.KS,016360,삼성증권,Korea,Financial Services,110600.0,KRW,9876580000000.0,-5323820633290.0,0.286,0.455,-5323820633290.0,1007226716160.0,48861121000.0,-1.8551676850721581,OCF,Uptrend ↗,Uptrend ↗,-1.9x,9876.58,-1.8551676850721581
003490.KS,003490,대한항공,Korea,Industrials,25200.0,KRW,9307151380800.0,4075191178550.0,0.443,-0.606,4075191178550.0,771677421568.0,2737739724770.0,2.28385638195055,OCF,Uptrend ↗,Downtrend ↘,2.3x,9307.1513808,2.28385638195055
007660.KS,007660,이수페타시스,Korea,Technology,122700.0,KRW,9007311171300.0,168752524660.0,0.318,0.886,168752524660.0,160481951744.0,28774700000.0,53.37586023941149,OCF,Uptrend ↗,Uptrend ↗,53.4x,9007.3111713,53.37586023941149
011070.KS,011070,LG이노텍,Korea,Technology,379000.0,KRW,8968848153000.0,1331402000000.0,0.148,0.271,1331402000000.0,341262008320.0,1100548000000.0,6.7363937811419845,OCF,Uptrend ↗,Uptrend ↗,6.7x,8968.848153,6.7363937811419845
