ticker_yf,ticker_display,name,market,sector,price,currency,market_cap,ocf,revenue_growth,earnings_growth,ttm_ocf,ttm_net_income,ttm_depreciation,pcf,cf_method,revenue_trend,cf_trend,pcf_display,market_cap_b,pcf_color
CNC,CNC,Centene Corporation,USA,Healthcare,67.47000122070312,USD,33329843253.02124,5088000000.0,0.046,0.0,5088000000.0,-5100000256,1275000000.0,6.55067673998059,OCF,Flat ➡,Flat ➡,6.6x,33.32984325302124,6.55067673998059
CNP,CNP,CenterPoint Energy,USA,Utilities,40.83000183105469,USD,26895550565.19287,2486000000.0,0.107,0.233,2486000000.0,1116999936,1256000000.0,10.818805537084824,OCF,Uptrend ↗,Uptrend ↗,10.8x,26.89555056519287,10.818805537084824
CF,CF,CF Industries,USA,Basic Materials,118.30000305175781,USD,17903301240.84732,2752000000.0,0.176,0.996,2752000000.0,2099000064,898000000.0,6.505560043912544,OCF,Uptrend ↗,Uptrend ↗,6.5x,17.90330124084732,6.505560043912544
CRL,CRL,Charles River Laboratories,USA,Healthcare,280.04998779296875,USD,13369270520.850098,737646000.0,-0.027,0.0,737646000.0,-238458000,403312000.0,18.124236450614656,OCF,Flat ➡,Flat ➡,18.1x,13.369270520850097,18.124236450614656
SCHW,SCHW,Charles Schwab Corporation,USA,Financial Services,111.08999633789062,USD,192111898135.24347,9311000000.0,0.209,0.426,9311000000.0,9722500096,850000000.0,20.632788973820585,OCF,Uptrend ↗,Uptrend ↗,20.6x,192.11189813524348,20.632788973820585
CHTR,CHTR,Charter Communications,USA,Communication Services,154.27000427246094,USD,18400939354.71843,16077000000.0,-0.017,0.161,16077000000.0,4924000256,8711000000.0,1.1445505600994235,OCF,Flat ➡,Uptrend ↗,1.1x,18.400939354718428,1.1445505600994235
CVX,CVX,Chevron Corporation,USA,Energy,200.0,USD,392320654800.0,33939000000.0,0.535,3.219,33939000000.0,20590999552,20132000000.0,11.559582038362946,OCF,Uptrend ↗,Uptrend ↗,11.6x,392.3206548,11.559582038362946
CMG,CMG,Chipotle Mexican Grill,USA,Consumer Cyclical,33.5,USD,42391503000.0,2113926000.0,0.093,-0.013,2113926000.0,1419405952,361382000.0,20.053446998617737,OCF,Uptrend ↗,Flat ➡,20.1x,42.391503,20.053446998617737
CB,CB,Chubb Limited,USA,Financial Services,343.6400146484375,USD,132576269198.12512,12816000000.0,0.061,-0.007,12816000000.0,11185000448,301000000.0,10.34459029323698,OCF,Uptrend ↗,Flat ➡,10.3x,132.57626919812512,10.34459029323698
CHD,CHD,Church & Dwight,USA,Consumer Defensive,101.30000305175781,USD,24028756502.988876,1215400000.0,0.016,0.09,1215400000.0,744800000,89700000.0,19.770245600616157,OCF,Flat ➡,Uptrend ↗,19.8x,24.028756502988877,19.770245600616157
CIEN,CIEN,Ciena,USA,Technology,428.7699890136719,USD,60693644810.79315,806093000.0,0.395,23.833,806093000.0,438300000,104133000.0,75.2936011239313,OCF,Uptrend ↗,Uptrend ↗,75.3x,60.69364481079315,75.2936011239313
CI,CI,Cigna,USA,Healthcare,282.55999755859375,USD,74663791079.04163,9601000000.0,0.067,0.102,9601000000.0,6416000000,239000000.0,7.7766681677993565,OCF,Uptrend ↗,Uptrend ↗,7.8x,74.66379107904163,7.7766681677993565
CINF,CINF,Cincinnati Financial,USA,Financial Services,173.1699981689453,USD,26577792771.623306,3112000000.0,0.316,0.855,3112000000.0,3327000064,168000000.0,8.540421841781269,OCF,Uptrend ↗,Uptrend ↗,8.5x,26.577792771623308,8.540421841781269
